,ID,First_Policy,Education,Salary,Area,Children,CMV,Claims,Motor,Household,Health,Life,Work_Compensations,Abandoned,Education_Class,Higher_Education,Years_Education,Customer_Years,Annual_Profit,Total_Premiums,Salary_Invested,Motor_Share,Household_Share,Health_Share,Life_Share,Work_Share,Incoherent
9885,9916,1975,BSc/MSc,1863.0,4,1,366.63,0.5,326.95,222.25,136.58,19.67,84.35,0,3,1,16,41.0,8.942195121951219,789.8000000000001,3.5328323492574705,41.3965560901494,28.14003545201317,17.292985565966067,2.490503925044315,10.679918966827042,0
9886,9917,1984,High School,1202.0,3,1,-124.35,1.12,92.35,332.85,268.83,121.8,22.45,0,2,0,12,32.0,-3.8859375,838.28,5.811702717692734,11.016605430166532,39.70630338311782,32.0692370091139,14.529751395715035,2.6781027818867207,0
9887,9918,1996,High School,2033.0,2,1,219.71,0.74,95.24,407.3,276.83,80.57,68.9,0,2,0,12,20.0,10.9855,928.84,3.8073454664699136,10.253649713621291,43.8503940398777,29.8038413505017,8.674260367770552,7.41785452822876,0
9888,9919,1993,Basic,3737.0,3,1,320.73,0.6,215.04,347.3,128.47,41.34,130.69,0,1,0,9,23.0,13.944782608695652,862.8400000000001,1.9240924092409244,24.922349450651332,40.250799684761944,14.889203096750265,4.79115479115479,15.146492976681653,0
9889,9920,1979,Basic,2991.0,4,1,315.74,0.6,210.26,303.4,160.03,51.01,121.91,0,1,0,9,37.0,8.533513513513514,846.6099999999999,2.3587707567145877,24.83552048759169,35.837044211620466,18.902446226715963,6.025206411452736,14.399782662619154,0
9890,9921,1991,PhD,3106.0,4,1,-20.0,0.99,415.19,5.0,115.91,16.67,44.34,0,4,1,20,25.0,-0.8,597.11,1.6020336982185017,69.53325182964612,0.8373666493610892,19.41183366548877,2.791780408969872,7.42576744653414,0
9891,9922,1980,BSc/MSc,2135.0,2,1,-78.22,1.1,392.74,0.0,181.48,2.89,0.0,1,3,1,16,36.0,-2.1727777777777777,577.11,2.252576112412178,68.05288419885291,0.0,31.446344717644813,0.5007710835022786,0.0,0
9892,9923,1979,High School,2472.0,4,1,511.22,0.14,475.31,68.35,90.24,0.0,0.0,1,2,0,12,37.0,13.816756756756757,633.9,2.1369336569579285,74.98185833727717,10.78245780091497,14.235683861807855,0.0,0.0,0
9893,9924,1990,High School,3235.0,3,0,91.91,0.88,116.91,447.3,201.26,141.47,57.9,0,2,0,12,26.0,3.5349999999999997,964.84,2.485419886656363,12.1170349487998,46.36001824136645,20.859417105426807,14.66253472078272,6.000994983624228,0
9894,9925,1983,BSc/MSc,2219.0,3,1,421.99,0.2,452.42,0.0,105.02,0.0,5.78,1,3,1,16,33.0,12.787575757575757,563.22,2.1151419558359623,80.32740314619508,0.0,18.646354887965625,0.0,1.0262419658392812,0
9895,9926,1977,BSc/MSc,1374.0,3,0,-135.13,1.1,185.37,638.45,166.81,57.01,53.12,0,3,1,16,39.0,-3.4648717948717946,1100.76,6.676128093158661,16.840183146189904,58.00083578618409,15.154075366110686,5.179148951633417,4.8257567498819,0
9896,9927,1991,High School,1753.0,4,1,389.86,0.45,169.81,245.05,181.48,55.9,102.91,0,2,0,12,25.0,15.5944,755.15,3.589798440768207,22.486923127855395,32.45050652188307,24.03231146129908,7.402502814010462,13.627756074951996,0
9897,9928,1994,BSc/MSc,3274.0,4,1,44.56,0.89,484.76,69.45,84.57,0.89,1.0,0,3,1,16,22.0,2.0254545454545454,640.67,1.6307014864589697,75.66453868606303,10.840214150810871,13.200243495091076,0.13891707119109684,0.156086596843929,0
9898,9929,1988,BSc/MSc,2294.0,1,1,445.42,0.39,202.37,211.15,301.5,27.45,29.45,0,3,1,16,28.0,15.907857142857143,771.9200000000001,2.804126707352514,26.216447300238364,27.353870867447398,39.05845165302104,3.5560679863198255,3.815162192973365,0
9899,9930,1976,BSc/MSc,2081.0,1,1,-32.89,1.01,377.85,251.7,130.47,7.89,19.45,0,3,1,16,40.0,-0.82225,787.36,3.1529713278872338,47.98948384474701,31.96758788864052,16.570564925828084,1.0020829099776467,2.4702804308067465,0
9900,9931,1992,PhD,3002.0,1,1,457.64,0.24,414.3,69.45,152.03,3.89,0.0,1,4,1,20,24.0,19.06833333333333,639.67,1.7756773262269598,64.76777088186097,10.857160723498055,23.76694232963872,0.6081260650022668,0.0,0
9901,9932,1982,BSc/MSc,1980.0,4,1,411.76,0.17,496.76,0.0,63.79,0.0,26.67,1,3,1,16,34.0,12.110588235294117,587.2199999999999,2.471464646464646,84.5952113347638,0.0,10.863049623650422,0.0,4.541739041585778,0
9902,9933,1989,High School,1327.0,3,1,-199.59,1.19,210.26,428.4,128.47,27.45,147.14,0,2,0,12,27.0,-7.392222222222222,941.72,5.913840743531776,22.32723102408359,45.49122881535912,13.64205921080576,2.914879157286667,15.624601792464848,0
9903,9934,1993,BSc/MSc,3304.0,1,0,364.75,0.26,439.86,0.0,121.58,6.89,6.78,1,3,1,16,23.0,15.858695652173912,575.11,1.4505397497982244,76.48275981986055,0.0,21.14030359409504,1.1980316808958285,1.1789049051485803,0
9904,9935,1985,BSc/MSc,2940.0,1,1,422.76,0.17,472.98,0.0,69.57,4.78,23.67,1,3,1,16,31.0,13.637419354838709,570.9999999999999,1.6184807256235823,82.83362521891421,0.0,12.183887915936955,0.8371278458844136,4.14535901926445,0
9905,9936,1995,BSc/MSc,3668.0,4,0,15.9,0.93,348.51,4.45,202.15,7.89,28.56,0,3,1,16,21.0,0.7571428571428571,591.56,1.3439658306070519,58.91371965650146,0.7522482926499426,34.17235783352492,1.33376157955237,4.827912637771316,0
9906,9937,1989,Basic,918.0,3,1,738.24,0.2,29.45,457.85,117.69,275.94,78.35,0,1,0,9,27.0,27.342222222222222,959.2800000000001,8.70806100217865,3.0700108414644314,47.72850471186723,12.268576432324242,28.765323992994745,8.167584021349345,0
9907,9938,1984,High School,1104.0,4,1,-102.57,1.07,216.82,632.35,158.03,20.56,57.01,0,2,0,12,32.0,-3.2053125,1084.77,8.188179347826088,19.987647151008968,58.29346313043319,14.568065119794978,1.8953326511610757,5.255491947601796,0
9908,9939,1982,High School,2212.0,4,1,439.1,0.16,510.54,0.0,57.79,8.89,10.89,1,2,0,12,34.0,12.914705882352942,588.11,2.2156042796865583,86.81029059189608,0.0,9.826393021713626,1.5116219754807776,1.8516944109095237,0
9909,9940,1992,High School,893.0,3,1,307.51,0.63,55.79,358.4,304.39,88.46,81.68,0,2,0,12,24.0,12.812916666666666,888.72,8.293393057110862,6.277567737870195,40.327662255828606,34.25038257268881,9.953641191826446,9.19074624178594,0
9910,9941,1988,BSc/MSc,2894.0,4,1,327.94,0.46,339.84,65.0,199.26,14.67,37.23,0,3,1,16,28.0,11.712142857142856,655.9999999999999,1.8889656761114946,51.80487804878049,9.908536585365855,30.375000000000004,2.236280487804878,5.675304878048781,0
9911,9942,1981,BSc/MSc,3667.0,1,0,-29.44,1.01,186.7,0.0,373.07,23.67,19.78,1,3,1,16,35.0,-0.8411428571428572,603.2199999999999,1.3708299245523132,30.950565299559035,0.0,61.846424190179384,3.9239415138755356,3.279068996386062,0
9912,9943,1988,High School,3204.0,4,0,-20.11,1.0,162.14,902.4,206.15,19.67,24.56,0,2,0,12,28.0,-0.7182142857142857,1314.92,3.419995838535165,12.330788184832537,68.62774921668237,15.677759863717943,1.4959084963343776,1.8677942384327562,0
9913,9944,1977,Basic,1255.0,1,0,830.16,0.3,157.25,770.7,168.81,55.01,72.79,0,1,0,9,39.0,21.286153846153844,1224.56,8.131208499335989,12.841347096099826,62.9368916182139,13.785359639380676,4.492225779055334,5.944175867250278,0
9914,9945,1987,BSc/MSc,3108.0,3,0,257.72,0.62,273.05,195.6,236.6,16.78,26.45,0,3,1,16,29.0,8.886896551724139,748.48,2.006864006864007,36.480600684053016,26.132962804617353,31.610731081658827,2.2418768704574608,3.533828559213339,0
9915,9946,1993,Basic,3406.0,1,0,52.57,0.91,123.58,362.85,220.82,77.46,77.57,0,1,0,9,23.0,2.2856521739130433,862.28,2.1097083577999607,14.33177158231665,42.08029874286775,25.608850953286638,8.983160922206244,8.995917799322726,0
9916,9947,1988,High School,3460.0,2,1,-34.21,1.01,343.73,82.25,149.36,52.01,39.45,0,2,0,12,28.0,-1.2217857142857143,666.8000000000001,1.6059730250481696,51.54919016196761,12.335032993401319,22.399520095980805,7.7999400119976,5.91631673665267,0
9917,9948,1987,Basic,422.0,1,1,-145.58,1.07,36.23,1409.15,66.68,14.78,171.59,0,1,0,9,29.0,-5.0200000000000005,1698.43,33.53929699842022,2.1331464941151532,82.96779967381642,3.9259786979740112,0.8702154342539875,10.102859699840442,0
9918,9949,1995,High School,3471.0,3,0,426.42,0.27,472.31,43.35,102.13,5.89,0.0,1,2,0,12,21.0,20.305714285714288,623.68,1.4973590703927782,75.7295407901488,6.950679835813238,16.375384812724477,0.9443945613134941,0.0,0
9919,9950,1994,PhD,1428.0,4,0,42.9,0.89,468.42,69.45,101.13,0.89,0.0,1,4,1,20,22.0,1.95,639.89,3.7341853408029877,73.20320680116895,10.853427932925973,15.804278860429136,0.13908640547594117,0.0,0
9920,9951,1989,BSc/MSc,3568.0,1,0,-43.09,1.03,284.5,0.0,247.38,31.45,5.89,1,3,1,16,27.0,-1.595925925925926,569.22,1.329456278026906,49.98067531007343,0.0,43.45947085485401,5.525104529004602,1.0347493060679525,0
9921,9952,1978,High School,1356.0,4,1,567.56,0.0,287.72,0.0,185.48,75.68,44.23,1,2,0,12,38.0,14.93578947368421,593.1100000000001,3.64497295968535,48.51039436192274,0.0,31.272445246244363,12.759859048068654,7.4573013437642235,0
9922,9953,1985,High School,2584.0,3,1,-42.78,1.03,431.75,84.45,121.8,17.78,12.78,0,2,0,12,31.0,-1.3800000000000001,668.56,2.1560887512899893,64.57909536915162,12.631626181644132,18.218260141198996,2.659447170037095,1.9115711379681704,0
9923,9954,1991,High School,2119.0,4,1,317.5,0.56,220.04,226.7,192.26,119.8,15.56,0,2,0,12,25.0,12.7,774.3599999999999,3.0453043888626707,28.415723952683507,29.27578903869002,24.828245260602305,15.470840435972935,2.0094013120512426,0
9924,9955,1974,Basic,768.0,4,1,-416.73,1.55,21.67,136.7,27.45,177.81,350.62,0,1,0,9,42.0,-9.922142857142857,714.25,7.750108506944445,3.0339516975848793,19.13895694784739,3.8431921596079803,24.89464473223661,49.08925446272313,0
9925,9956,1980,High School,1981.0,3,1,-180.14,1.21,211.15,186.7,194.26,87.24,67.9,0,2,0,12,36.0,-5.003888888888889,747.25,3.1434040047114253,28.25694212111074,24.984944797591165,25.996654399464703,11.67480762796922,9.08665105386417,0
9926,9957,1986,High School,2942.0,2,1,152.69,0.76,245.49,167.8,165.03,156.14,9.89,0,2,0,12,30.0,5.089666666666667,744.35,2.1084013142986633,32.980452744004836,22.543158460401695,22.17102169678243,20.976691072748032,1.328676026063008,0
9927,9958,1989,BSc/MSc,1380.0,3,1,452.76,0.25,470.31,45.0,113.02,7.78,0.0,1,3,1,16,27.0,16.76888888888889,636.1099999999999,3.841243961352656,73.93532565122386,7.074248164625615,17.76736727924416,1.2230589049063842,0.0,0
9928,9959,1978,High School,3528.0,1,0,74.46,0.88,145.47,338.4,323.84,40.34,5.67,0,2,0,12,38.0,1.9594736842105263,853.72,2.0165343915343916,17.03954458136157,39.638288900342026,37.93281169470084,4.725202642552594,0.6641521810429649,0
9929,9960,1994,BSc/MSc,1954.0,4,1,-56.45,1.05,250.16,128.9,261.16,25.45,31.45,0,3,1,16,22.0,-2.565909090909091,697.1200000000001,2.9730467417263737,35.88478310764287,18.490360339683264,37.46270369520312,3.650734450309846,4.51141840716089,0
9930,9961,1994,High School,2487.0,1,1,227.38,0.56,171.92,0.0,233.6,80.46,89.13,0,2,0,12,22.0,10.335454545454546,575.1099999999999,1.9270540142072103,29.893411695153976,0.0,40.61831649597469,13.99036706021457,15.49790474865678,0
9931,9962,1994,Basic,1459.0,4,1,-124.02,1.11,67.57,377.85,325.95,10.89,99.02,0,1,0,9,22.0,-5.637272727272727,881.28,5.033584647018506,7.667256717501815,42.875136165577345,36.98597494553377,1.235702614379085,11.235929557007989,0
9932,9963,1989,BSc/MSc,3357.0,3,1,280.06,0.63,385.96,280.05,107.13,59.9,0.0,1,3,1,16,27.0,10.372592592592593,833.04,2.067917783735478,46.331508691059256,33.61783347738404,12.860126764621146,7.190531066935561,0.0,0
9933,9964,1994,High School,3783.0,4,0,-58.23,1.03,224.82,486.75,216.82,7.78,33.23,0,2,0,12,22.0,-2.6468181818181815,969.3999999999999,2.135430434399506,23.19166494739014,50.211471012997734,22.36641221374046,0.8025582834743141,3.4278935423973595,0
9934,9965,1979,High School,2382.0,4,1,321.51,0.56,225.71,231.15,77.46,120.8,129.8,0,2,0,12,37.0,8.68945945945946,784.9200000000001,2.746011754827876,28.755796769097486,29.44886103042348,9.868521632777862,15.390103450033122,16.536717117668044,0
9935,9966,1975,BSc/MSc,4559.0,4,0,-69.54,1.08,313.95,0.0,238.6,12.78,0.0,1,3,1,16,41.0,-1.69609756097561,565.3299999999999,1.0333589237405862,55.53393593122602,0.0,42.20543753206093,2.2606265367130707,0.0,0
9936,9967,1989,BSc/MSc,2865.0,3,0,102.8,0.81,365.18,127.8,149.25,39.23,4.78,0,3,1,16,27.0,3.8074074074074074,686.24,1.996044211751018,53.21461879225927,18.623222196316156,21.748950804383306,5.716658894847283,0.6965493121939846,0
9937,9968,1978,PhD,1282.0,4,1,-29.78,1.01,434.97,118.9,135.58,4.78,13.89,0,4,1,20,38.0,-0.7836842105263159,708.12,4.602964118564742,61.42602948652771,16.79093938880416,19.14647234931933,0.6750268316104615,1.9615319437383496,0
9938,9969,1982,Basic,782.0,1,1,147.81,0.87,77.68,933.5,69.57,95.13,161.92,0,1,0,9,34.0,4.347352941176471,1337.8000000000002,14.256180733162832,5.806548063985647,69.77874121692331,5.200328898191059,7.1109283898938545,12.103453431006127,0
9939,9970,1995,High School,1465.0,4,1,-170.25,1.18,94.13,266.15,199.15,63.68,175.7,0,2,0,12,21.0,-8.107142857142858,798.81,4.543856655290102,11.78377837032586,33.318310987594046,24.930834616492035,7.971858138981736,21.995217886606326,0
9940,9971,1983,High School,2426.0,4,1,-97.57,1.1,286.83,158.35,181.48,72.57,30.45,0,2,0,12,33.0,-2.9566666666666666,729.6800000000001,2.506457818081891,39.30901216971823,21.701293717794098,24.87117640609582,9.945455542155464,4.173062164236377,0
9941,9972,1978,BSc/MSc,2736.0,1,1,342.07,0.51,377.85,196.15,139.47,10.78,25.67,0,3,1,16,38.0,9.001842105263158,749.92,2.28411306042885,50.385374439940264,26.156123319820786,18.59798378493706,1.4374866652442928,3.423031790057607,0
9942,9973,1994,BSc/MSc,3773.0,4,0,317.51,0.43,210.93,25.0,228.6,42.34,89.24,0,3,1,16,22.0,14.432272727272727,596.11,1.3166136584503931,35.38440891781718,4.193856838502961,38.34862693127107,7.102715941688614,14.970391370720169,0
9943,9974,1986,BSc/MSc,4184.0,1,0,238.85,0.53,284.5,0.0,246.38,18.78,40.45,1,3,1,16,30.0,7.961666666666667,590.11,1.175330624601657,48.21135042619172,0.0,41.75153784887563,3.1824575079222517,6.8546542170103875,0
9944,9975,1990,BSc/MSc,528.0,3,0,129.25,0.84,87.24,486.2,112.02,154.25,143.25,0,3,1,16,26.0,4.971153846153846,982.9599999999999,15.513888888888888,8.87523398714088,49.462846911369745,11.396191096280623,15.692398469927568,14.573329535281193,0
9945,9976,1989,BSc/MSc,4083.0,4,0,355.73,0.56,212.93,344.5,222.82,42.23,36.23,0,3,1,16,27.0,13.175185185185185,858.71,1.75261245815985,24.796497071188178,40.118317010399316,25.94822466257526,4.917841879097716,4.219119376739528,0
9946,9977,1991,BSc/MSc,1780.0,2,1,453.76,0.19,500.76,0.0,91.35,5.0,3.0,1,3,1,16,25.0,18.1504,600.11,2.8095037453183522,83.44470180466914,0.0,15.222209261635367,0.8331805835596806,0.4999083501358084,0
9947,9978,1988,High School,4215.0,4,0,-64.32,1.07,222.93,0.0,327.73,11.78,28.67,1,2,0,12,28.0,-2.2971428571428567,591.11,1.1686635033610122,37.71379269509905,0.0,55.44314932922807,1.9928608888362571,4.850197086836629,0
9948,9979,1975,High School,2530.0,4,1,-51.77,1.05,481.98,0.0,74.68,14.67,18.78,1,2,0,12,41.0,-1.2626829268292683,590.11,1.9437088274044796,81.67629763942315,0.0,12.65526766196133,2.4859771906932604,3.1824575079222517,0
9949,9980,1978,High School,808.0,4,1,321.84,0.48,85.46,92.25,229.71,170.92,90.46,0,2,0,12,38.0,8.469473684210525,668.8,6.897689768976897,12.77811004784689,13.79336124401914,34.346590909090914,25.55622009569378,13.525717703349283,0
9950,9981,1991,High School,1971.0,4,1,-33.78,1.01,221.93,305.6,285.72,8.78,39.45,0,2,0,12,25.0,-1.3512,861.48,3.6423135464231358,25.761480243302227,35.473835724567024,33.166179133584066,1.0191763012490132,4.579328597297674,0
9951,9982,1982,High School,2006.0,4,1,19.01,0.96,104.02,624.55,133.47,187.59,60.01,0,2,0,12,34.0,0.5591176470588236,1109.6399999999999,4.609670987038883,9.374211455967702,56.28402004253632,12.028225370390398,16.905482859305724,5.408060271799863,0
9952,9983,1992,High School,4201.0,3,0,392.52,0.56,95.13,456.75,274.72,39.23,84.57,0,2,0,12,24.0,16.355,950.4000000000001,1.8852654129969055,10.009469696969695,48.05871212121212,28.905723905723907,4.127735690235689,8.898358585858585,0
9953,9984,1977,BSc/MSc,2022.0,3,1,490.32,0.14,507.54,14.45,65.68,0.0,10.0,1,3,1,16,39.0,12.572307692307692,597.6700000000001,2.463196505110452,84.91977178041394,2.417722154366121,10.989341944551342,0.0,1.673164120668596,0
9954,9985,1980,BSc/MSc,1245.0,1,1,479.54,0.26,424.08,98.35,133.58,2.89,20.78,0,3,1,16,36.0,13.320555555555556,679.68,4.549397590361445,62.39406779661017,14.47004472693032,19.653366290018838,0.4252000941619586,3.0573210922787197,0
9955,9986,1981,BSc/MSc,1730.0,1,1,201.92,0.71,345.51,217.25,173.81,23.56,9.67,0,3,1,16,35.0,5.769142857142857,769.7999999999998,3.7080924855491326,44.883086515978185,28.221616004156928,22.578591842036897,3.0605352039490783,1.25617043387893,0
9956,9987,1981,Basic,3826.0,2,0,166.47,0.72,56.01,89.45,192.26,191.48,145.47,0,1,0,9,35.0,4.756285714285714,674.6700000000001,1.469485101934135,8.301836453377206,13.258333703884862,28.496894778187848,28.381282701172424,21.561652363377647,0
9957,9988,1993,Basic,871.0,3,1,-27.22,1.0,43.12,686.25,223.71,62.79,108.13,0,1,0,9,23.0,-1.183478260869565,1124.0,10.753922694221203,3.836298932384342,61.054270462633454,19.90302491103203,5.5862989323843415,9.620106761565836,0
9958,9989,1986,BSc/MSc,3209.0,4,1,-15.11,0.98,513.54,14.45,70.68,0.0,10.0,1,3,1,16,30.0,-0.5036666666666666,608.6700000000001,1.5806325958242446,84.37084134259942,2.374028619777547,11.612203657154122,0.0,1.642926380468891,0
9959,9990,1995,BSc/MSc,3136.0,2,0,85.13,0.87,182.7,337.85,240.6,42.34,67.79,0,3,1,16,21.0,4.053809523809524,871.28,2.3152636054421767,20.969148838490494,38.77628316958957,27.614544118997337,4.859517032412084,7.780506840510515,0
9960,9991,1978,BSc/MSc,2611.0,1,1,640.35,0.13,472.2,201.15,61.9,21.67,8.0,0,3,1,16,38.0,16.851315789473684,764.92,2.441337929273586,61.731945824399936,26.29686764628981,8.092349526747896,2.832975997489934,1.045861005072426,0
9961,9992,1990,BSc/MSc,1864.0,4,1,-85.22,1.11,493.76,0.0,81.35,4.0,0.0,1,3,1,16,26.0,-3.2776923076923077,579.11,2.5890110872675254,85.26186734817219,0.0,14.047417589059071,0.6907150627687314,0.0,0
9962,9993,1983,BSc/MSc,3657.0,1,1,433.43,0.3,361.07,112.25,174.59,0.0,8.89,1,3,1,16,33.0,13.134242424242425,656.8,1.4966730471242367,54.97411693057248,17.090438489646772,26.58191230207065,0.0,1.3535322777101098,0
9963,9994,1997,BSc/MSc,3906.0,2,0,451.86,0.3,366.07,113.9,198.37,4.89,0.0,1,3,1,16,19.0,23.782105263157895,683.23,1.4576506229732036,53.579321751094064,16.670813635232644,29.034146627050923,0.7157179866223672,0.0,0
9964,9995,1986,High School,3176.0,1,0,244.83,0.67,337.73,294.5,98.02,25.56,67.9,0,2,0,12,30.0,8.161,823.7099999999999,2.1612877833753146,41.001080477352474,35.75287419115951,11.899819111094926,3.103033834723386,8.243192385669715,0
9965,9996,1996,BSc/MSc,3615.0,2,0,-71.34,1.05,205.15,364.5,204.04,82.57,46.34,0,3,1,16,20.0,-3.567,902.6,2.0806823420931306,22.728783514292044,40.383337026368274,22.605805450919565,9.148016840239308,5.134057168180811,0
9966,9997,1978,BSc/MSc,1524.0,1,1,377.52,0.51,172.92,265.05,347.62,25.56,9.89,0,3,1,16,38.0,9.934736842105263,821.04,4.489501312335958,21.061093247588424,32.282227418883366,42.33898470232876,3.1131248173048816,1.2045698138945728,0
9967,9998,1992,BSc/MSc,1914.0,2,1,574.66,0.41,246.49,516.2,169.81,49.01,34.45,0,3,1,16,24.0,23.944166666666664,1015.96,4.423371647509579,24.26178195991968,50.80908697192803,16.71424071813851,4.824008819244852,3.3908815307689277,0
9968,9999,1987,BSc/MSc,1608.0,4,1,53.24,0.89,167.81,132.25,306.17,54.01,34.56,0,3,1,16,29.0,1.8358620689655174,694.8,3.600746268656716,24.152274035693726,19.0342544617156,44.065918249856075,7.773459988485895,4.9740932642487055,0
9969,10000,1997,BSc/MSc,1730.0,4,1,222.49,0.61,136.58,72.8,122.58,110.91,192.37,0,3,1,16,19.0,11.71,635.24,3.0599229287090557,21.50053523077892,11.460235501542723,19.296643788174546,17.459542849946477,30.283042629557333,0
9970,10001,1988,High School,1644.0,1,1,599.44,0.49,75.57,791.25,152.14,34.23,166.81,0,2,0,12,28.0,21.40857142857143,1219.9999999999998,6.184103811841037,6.194262295081968,64.8565573770492,12.470491803278689,2.805737704918033,13.672950819672133,0
9971,10002,1983,BSc/MSc,2234.0,2,1,490.2,0.46,290.72,491.75,140.25,23.45,0.0,0,3,1,16,33.0,14.854545454545454,946.1700000000001,3.5294315129812,30.725979475147174,51.97268989716435,14.822917657503407,2.4784129701850617,0.0,0
9972,10003,1988,High School,1048.0,3,1,624.69,0.39,98.13,612.35,168.7,37.34,150.25,0,2,0,12,28.0,22.310357142857146,1066.77,8.482585877862595,9.198796366601986,57.40225165687074,15.814093009739679,3.5002859098024883,14.084573056985105,0
9973,10004,1996,High School,3540.0,4,0,82.7,0.85,186.48,156.15,315.17,44.23,0.0,1,2,0,12,20.0,4.135,702.03,1.6526129943502825,26.562967394555788,22.242639203452846,44.89409284503512,6.300300556956255,0.0,0
9974,10005,1979,High School,2628.0,3,1,572.78,0.09,479.87,93.35,50.01,24.56,10.89,0,2,0,12,37.0,15.48054054054054,658.68,2.0886605783866057,72.85328232222021,14.17228396186312,7.592457642557843,3.728669460132386,1.6533066132264531,0
9975,10006,1995,PhD,2803.0,1,1,409.86,0.28,444.75,4.45,127.58,9.89,13.89,0,4,1,20,21.0,19.517142857142858,600.56,1.7854679510048754,74.05588117756761,0.7409750899160784,21.243506061009725,1.6467963234314642,2.31284134807513,0
9976,10007,1986,BSc/MSc,2686.0,4,1,479.32,0.34,312.17,220.6,127.58,28.45,76.68,0,3,1,16,30.0,15.977333333333332,765.48,2.374906924795235,40.78094790197,28.818519099127343,16.666666666666664,3.7166222500914454,10.017244082144536,0
9977,10008,1979,High School,3404.0,3,1,7.91,0.95,279.61,111.7,196.26,20.67,58.12,0,2,0,12,37.0,0.2137837837837838,666.3599999999999,1.6313160987074027,41.960801968905706,16.762710846989616,29.452548172159197,3.10192688636773,8.722012125577766,0
9978,10009,1995,High School,2684.0,1,1,421.09,0.32,358.18,87.8,80.35,62.9,63.01,0,2,0,12,21.0,20.051904761904762,652.24,2.0250869349230003,54.9153685759843,13.461302588004415,12.319084999386726,9.643689439470133,9.66055439715442,0
9979,10010,1993,High School,1655.0,3,1,226.06,0.67,292.5,224.5,201.37,26.56,22.67,0,2,0,12,23.0,9.828695652173913,767.5999999999999,3.8650553877139977,38.105784262636796,29.247003647733198,26.233715476810843,3.460135487232934,2.9533611255862433,0
9980,10011,1981,High School,3959.0,2,1,-128.24,1.14,177.81,153.35,311.28,67.79,35.45,0,2,0,12,35.0,-3.664,745.68,1.5695882798686536,23.845349211458,20.56512176805064,41.74444802059865,9.091031005256948,4.7540499946357695,0
9981,10012,1994,High School,1776.0,4,1,452.97,0.43,80.46,315.05,181.48,181.59,82.46,0,2,0,12,22.0,20.589545454545455,841.0400000000001,3.9463213213213213,9.566726909540566,37.45957386093408,21.57804622847902,21.59112527347094,9.804527727575381,0
9982,10013,1985,High School,722.0,1,1,214.17,0.63,127.47,111.7,233.49,10.89,170.92,0,2,0,12,31.0,6.908709677419354,654.47,7.553901200369345,19.47682857885006,17.067245251883204,35.67619600592846,1.6639418155148442,26.115788347823425,0
9983,10014,1975,BSc/MSc,1330.0,4,0,58.57,0.9,285.5,329.5,91.35,77.68,83.57,0,3,1,16,41.0,1.4285365853658536,867.5999999999999,5.436090225563909,32.906869525126794,37.97833102812356,10.529045643153527,8.953434762563395,9.632319041032735,0
9984,10015,1976,BSc/MSc,2824.0,4,1,-19.22,0.99,275.94,99.45,261.27,36.34,30.56,0,3,1,16,40.0,-0.4805,703.56,2.0761331444759206,39.22053556199898,14.135254988913527,37.1354255500597,5.165160043208824,4.343623855818978,0
9985,10016,1980,Basic,3133.0,1,1,596.77,0.28,367.18,305.6,118.8,51.01,18.78,0,1,0,9,36.0,16.576944444444443,861.3699999999999,2.29112139589318,42.627442330241365,35.47836585903851,13.791982539442982,5.92196152640561,2.1802477448715423,0
9986,10017,1995,BSc/MSc,2053.0,3,1,442.32,0.15,491.98,0.0,79.46,5.89,4.89,1,3,1,16,21.0,21.062857142857144,582.22,2.3632894950478973,84.50070420116107,0.0,13.647762014358833,1.0116450826148191,0.8398887018652742,0
9987,10018,1975,High School,826.0,1,1,124.26,0.83,188.37,377.3,104.13,169.92,58.12,0,2,0,12,41.0,3.030731707317073,897.84,9.058111380145279,20.9803528468324,42.02307760848258,11.597834803528468,18.925421010425016,6.473313730731533,0
9988,10019,1983,High School,3514.0,1,0,667.01,0.31,54.9,516.2,212.93,102.02,120.91,0,2,0,12,33.0,20.21242424242424,1006.9599999999999,2.3879719218364635,5.452053706204815,51.263208071820145,21.14582505759911,10.131484865337253,12.007428299038692,0
9989,10020,1986,Basic,2470.0,1,1,-165.58,1.17,128.69,281.15,291.5,89.35,51.23,0,1,0,9,30.0,-5.519333333333334,841.92,2.840485829959514,15.285300266058533,33.3939091600152,34.623242113264915,10.612647282402127,6.084901178259217,0
9990,10021,1996,BSc/MSc,3746.0,2,0,301.84,0.64,126.47,382.85,293.61,56.01,39.34,0,3,1,16,20.0,15.091999999999999,898.2800000000001,1.9983093077059977,14.079129002092888,42.620341096317404,32.685799527986816,6.235249588101705,4.379480785501181,0
9991,10022,1994,Basic,3170.0,1,0,102.25,0.81,204.04,127.25,230.6,60.01,63.9,0,1,0,9,22.0,4.6477272727272725,685.8,1.8028391167192428,29.752114319043454,18.554972295129776,33.62496354622339,8.750364537766114,9.317585301837271,0
9992,10023,1996,Basic,3535.0,4,0,-104.79,1.1,175.59,255.05,212.93,28.34,108.13,0,1,0,9,20.0,-5.2395000000000005,780.04,1.8388495992456388,22.510384082867546,32.697041177375525,27.297318086251988,3.633147018101636,13.862109635403314,0
9993,10024,1985,BSc/MSc,2506.0,4,1,27.12,0.92,502.76,64.45,85.46,7.89,0.0,1,3,1,16,31.0,0.8748387096774194,660.5600000000001,2.19659483905294,76.11117839408985,9.756872956279521,12.937507569335107,1.1944410802955066,0.0,0
